Nome,Município,Província,Distrito
A-92 - Saída 236,Atarfe,Granada,
A-92 - Saída 237,Atarfe,Granada,
A-92 - Saída 239,Albolote,Granada,
A-92 - Saída 245,Pulianas,Granada,
A-92 - Sevilha Este,Sevilha,Sevilha,Este-Alcosa-Torreblanca
A-92 - Torreblanca,Sevilha,Sevilha,Este-Alcosa-Torreblanca
A-92M - Saída 1,Archidona,Málaga,
A-92M - Saída 7,Villanueva del Trabuco,Málaga,
A-92M - Saída 11,Villanueva del Trabuco,Málaga,
A-92M - Saída 16,Villanueva del Rosario,Málaga,
A-92M - Saída 20,Antequera,Málaga,
A-376 - Centro Comercial,Sevilha,Sevilha,Sur
A-376 - Condequinto,Dos Hermanas,Sevilha,
A-376 - Fim da auto-estrada,Utrera,Sevilha,
A-376 - Montequinto,Dos Hermanas,Sevilha,
A-376 - Saída 4A,Dos Hermanas,Sevilha,
A-376 - Saída 4B,Dos Hermanas,Sevilha,
A-376 - Saída 8,Alcalá de Guadaíra,Sevilha,
A-376 - Saída 11/13,Alcalá de Guadaíra,Sevilha,
A-376 - Saída 16,Alcalá de Guadaíra,Sevilha,
A-376 - Saída 21,Utrera,Sevilha,
A-376 - Universidade Pablo de Olavide,Dos Hermanas,Sevilha,
A-381 - Saída 1,Jerez de la Frontera,Cádiz,Rural
A-381 - Saída 4,Jerez de la Frontera,Cádiz,Rural
A-381 - Saída 10,Jerez de la Frontera,Cádiz,Rural
A-381 - Saída 17,Jerez de la Frontera,Cádiz,Rural
A-381 - Saída 24,Medina Sidonia,Cádiz,
A-381 - Saída 31,Medina Sidonia,Cádiz,
A-381 - Saída 36,Alcalá de los Gazules,Cádiz,
A-381 - Saída 40,Alcalá de los Gazules,Cádiz,
A-381 - Saída 42,Alcalá de los Gazules,Cádiz,
A-381 - Saída 45,Alcalá de los Gazules,Cádiz,
A-381 - Saída 54,Alcalá de los Gazules,Cádiz,
A-381 - Saída 66,Los Barrios,Cádiz,
A-381 - Saída 70,Los Barrios,Cádiz,
A-381 - Saída 73,Los Barrios,Cádiz,
A-381 - Saída 77,Los Barrios,Cádiz,
A-381 - Saída 80,Los Barrios,Cádiz,
A-381 - Saída 85,Los Barrios,Cádiz,
A-381 - Saída 87,Los Barrios,Cádiz,
A-483 - Saída 1,Bollullos Par del Condado,Huelva,
A-483 - Saída 3,Bollullos Par del Condado,Huelva,
A-8009 - Saída 2,La Rinconada,Sevilha,
A-8009 - Saída 4,La Rinconada,Sevilha,
A-8009 - Saída 5,La Rinconada,Sevilha,
A-8057 - Saída 0A,San Juan de Aznalfarache,Sevilha,
A-8057 - Saída 2,Mairena del Aljarafe,Sevilha,
A-8058 - Saída 0,San Juan de Aznalfarache,Sevilha,
Aeroporto de Badajoz,Badajoz,Badajoz,
Aeroporto de Córdoba,Córdoba,Córdoba,
Aeroporto de Jerez,Jerez de la Frontera,Cádiz,Rural
Aeroporto de Madrid-Barajas - Terminal 4,Madrid,Comunidade de Madrid,Barajas
Aeroporto de Málaga - Costa del Sol,Málaga,Málaga,Churriana
Aeroporto de Sevilha,Sevilha,Sevilha,Este-Alcosa-Torreblanca
Aeroporto Federico García Lorca Granada-Jaén,Chauchina,Granada,
Antiga Estação de Aljaraque,Gibraleón,Huelva,
Antiga Estação de Isla Cristina - Pozo del Camino,Ayamonte,Huelva,
AP-4 - Início,Dos Hermanas,Sevilha,
AP-4 - Saída 23-24,Los Palacios y Villafranca,Sevilha,
AP-4 - Saída 44-45,Las Cabezas de San Juan,Sevilha,
AP-4 - Saída 53,Lebrija,Sevilha,
AP-4A - Saída 13,Dos Hermanas,Sevilha,
AP-7 - Saída 142,Manilva,Málaga,
AP-7 - Saída 172,Marbella,Málaga,San Pedro de Alcántara
AP-7 - Saída 200,Mijas,Málaga,
AP-7 - Saída 213,Mijas,Málaga,
AP-7 - Saída 226,Torremolinos,Málaga,
AP-36 - Saída 3,Ocaña,Toledo,
AP-41 - Saída 2,Moraleja de Enmedio,Comunidade de Madrid,
AP-41 - Saída 8,Serranillos del Valle,Comunidade de Madrid,
AP-41 - Saída 16,Carranque,Toledo,
Arahal,Arahal,Sevilha,
Área de Serviço de Altos de Marbella,Marbella,Málaga,Las Chapas
Área de Serviço de Arroyo de la Miel,Torremolinos,Málaga,
Área de Serviço de Cortijo de Robledo,Antequera,Málaga,
Área de Serviço de El Cuadrejón,Jerez de la Frontera,Cádiz,Rural
Área de Serviço de El Fantasma,Las Cabezas de San Juan,Sevilha,
Área de Serviço de Los Palacios,Los Palacios y Villafranca,Sevilha,
Área de Serviço de Manilva,Manilva,Málaga,
Área de Serviço de Polvoranca,Leganés,Comunidade de Madrid,
Área de Serviço de Río Castor,Estepona,Málaga,
Área de Serviço de Seseña,Seseña,Toledo,
Aroche,Aroche,Huelva,
"Avenida de América, Madrid",Madrid,Comunidade de Madrid,Chamartín
"Avenida de España, La Línea de la Concepción",La Línea de la Concepción,Cádiz,
"Avenida de Jacinto Benavente, Málaga",Málaga,Málaga,Ciudad Jardín
"Avenida de Kansas City, Sevilha",Sevilha,Sevilha,San Pablo-Santa Justa
Ayamonte,Ayamonte,Huelva,
Barriada de Canela,Ayamonte,Huelva,
Bollullos Par del Condado,Bollullos Par del Condado,Huelva,
CA-34 - Acesso à Refinaria,San Roque,Cádiz,
CA-34 - Puente Mayorga,San Roque,Cádiz,
"Calle Cartagena, La Línea de la Concepción",La Línea de la Concepción,Cádiz,
"Campamento, San Roque",San Roque,Cádiz,
Carmona,Carmona,Sevilha,
Cartaya,Cartaya,Huelva,
Centro Penitenciario de Huelva,Huelva,Huelva,
CM-41 - Saída 2,Casarrubios del Monte,Toledo,
CO-32 - Fim,Córdoba,Córdoba,
CO-32 - Saída 3,Córdoba,Córdoba,
Coria del Río,Coria del Río,Sevilha,
Costa Esuri,Ayamonte,Huelva,
Cruzamento I da A-7 com a AP-7,San Roque,Cádiz,
Cruzamento II da A-7 com a AP-7,Estepona,Málaga,
Cruzamento III da A-7 com a AP-7,Estepona,Málaga,
Cruzamento IV da A-7 com a AP-7,Marbella,Málaga,Marbella Oeste
Cruzamento V da A-7 com a AP-7,Marbella,Málaga,Marbella Este
Cruzamento VI da A-7 com a AP-7,Mijas,Málaga,
Cruzamento VII da A-7 com a AP-7,Torremolinos,Málaga,
Cruzamento da A-1 com a M-11 e a M-30,Madrid,Comunidade de Madrid,Hortaleza
Cruzamento da A-2 com a M-30,Madrid,Comunidade de Madrid,Chamartín
Cruzamento da A-3 com a M-30,Madrid,Comunidade de Madrid,Moratalaz
Cruzamento da A-4 com a A-40,Ocaña,Toledo,
Cruzamento da A-4 com a A-43,Manzanares,Ciudad Real,
Cruzamento da A-4 com a A-44,Bailén,Jaén,
Cruzamento da A-4 com a A-45,Córdoba,Córdoba,
Cruzamento da A-4 com a AP-4,Puerto Real,Cádiz,
Cruzamento da A-4 com a AP-36 e a R-4,Ocaña,Toledo,
Cruzamento da A-4 com a CM-42,Madridejos,Toledo,
Cruzamento da A-4 com a CO-31,Córdoba,Córdoba,
Cruzamento da A-4 com a M-30,Madrid,Comunidade de Madrid,Arganzuela
Cruzamento da A-4 com a M-50,Getafe,Comunidade de Madrid,
Cruzamento da A-4 com a SE-20,Sevilha,Sevilha,Norte
Cruzamento da A-4 Norte com a SE-30,Sevilha,Sevilha,Este-Alcosa-Torreblanca
Cruzamento da A-4 Norte com a SE-40,La Rinconada,Sevilha,
Cruzamento da A-4 Sul com a SE-30,Sevilha,Sevilha,Bellavista-La Palmera
Cruzamento da A-4 Sul com a SE-40,Dos Hermanas,Sevilha,
Cruzamento da A-5 com a A-58,Trujillo,Cáceres,
Cruzamento da A-5 com a A-66 Norte,Mérida,Badajoz,
Cruzamento da A-5 com a A-66 Sul,Mérida,Badajoz,
Cruzamento da A-5 com a CM-41,Valmojado,Toledo,
Cruzamento da A-5 com a EX-A1,Millanes,Cáceres,
Cruzamento da A-5 com a EX-A2,Miajadas,Cáceres,
Cruzamento da A-5 com a M-30,Madrid,Comunidade de Madrid,Latina
Cruzamento da A-5 com a M-40,Madrid,Comunidade de Madrid,Latina
Cruzamento da A-5 com a R-5,Navalcarnero,Comunidade de Madrid,
Cruzamento da A-6 com a M-30,Madrid,Comunidade de Madrid,Moncloa-Aravaca
Cruzamento da A-6 com a M-50,Las Rozas de Madrid,Comunidade de Madrid,Norte
Cruzamento da A-7 com a A-44,Vélez de Benaudalla,Granada,
Cruzamento da A-7 com a AP-46,Málaga,Málaga,Puerto de la Torre
Cruzamento da A-7 com a CA-34,San Roque,Cádiz,
Cruzamento da A-7 com a GR-14,Motril,Granada,
Cruzamento da A-7 com a GR-16,Motril,Granada,
Cruzamento da A-7 com a MA-20,Málaga,Málaga,Palma-Palmilla
Cruzamento da A-32 com a A-44,Bailén,Jaén,
Cruzamento da A-40 com a A-5,Maqueda,Toledo,
Cruzamento da A-40 com a R-4,Ocaña,Toledo,
Cruzamento da A-42 com a M-30,Madrid,Comunidade de Madrid,Carabanchel
Cruzamento da A-42 com a M-40,Madrid,Comunidade de Madrid,Villaverde
Cruzamento da A-42 com a M-50,Getafe,Comunidade de Madrid,
Cruzamento da A-44 com a A-92,Albolote,Granada,
Cruzamento da A-45 com a A-7,Málaga,Málaga,Ciudad Jardín
Cruzamento da A-45 com a A-92,Antequera,Málaga,
Cruzamento da A-45 com a A-92M,Antequera,Málaga,
Cruzamento da A-45 com a AP-46,Antequera,Málaga,
Cruzamento da A-49 com a A-483,Bollullos Par del Condado,Huelva,
Cruzamento da A-49 com a H-31,Huelva,Huelva,
Cruzamento da A-49 com a SE-30,Camas,Sevilha,
Cruzamento da A-49 com a SE-40,Espartinas,Sevilha,
Cruzamento da A-66 com a SE-30,Camas,Sevilha,
Cruzamento da A-92 com a A-92G,Santa Fe,Granada,
Cruzamento da A-92 com a A-92M,Loja,Granada,
Cruzamento da A-92 com a GR-30,Albolote,Granada,
Cruzamento da A-92 com a GR-43,Pinos Puente,Granada,
Cruzamento da A-92 com a SE-30,Sevilha,Sevilha,Cerro-Amate
Cruzamento da A-92 com a SE-40,Alcalá de Guadaíra,Sevilha,
Cruzamento da A-316 com a A-44,Jaén,Jaén,
Cruzamento da A-318 com a A-45,Lucena,Córdoba,
Cruzamento da A-357 com a A-7,Málaga,Málaga,Campanillas
Cruzamento da A-376 com a SE-30,Sevilha,Sevilha,Sur
Cruzamento da A-376 com a SE-40,Alcalá de Guadaíra,Sevilha,
Cruzamento da A-381 com a A-7,Los Barrios,Cádiz,
Cruzamento da A-381 com a AP-4,Jerez de la Frontera,Cádiz,Rural
Cruzamento da A-382 com a AP-4,Jerez de la Frontera,Cádiz,
Cruzamento da A-383 com a A-7,San Roque,Cádiz,
Cruzamento da A-395 com a GR-30,Granada,Granada,Zaidín
Cruzamento da A-499 com a N-431,Ayamonte,Huelva,
Cruzamento da A-8005 com a SE-20,Sevilha,Sevilha,Norte
Cruzamento da A-8009 com a SE-20,Sevilha,Sevilha,Norte
Cruzamento da AP-4 com a CA-32,Puerto Real,Cádiz,
Cruzamento da AP-41 com a R-5,Moraleja de Enmedio,Comunidade de Madrid,
Cruzamento da CA-35 com a CA-36,Puerto Real,Cádiz,
Cruzamento da H-30 com a H-31,Huelva,Huelva,
Cruzamento da H-30 com a N-431,Huelva,Huelva,
Cruzamento da HU-3400 com a N-431,Lepe,Huelva,
Cruzamento da M-23 com a M-30,Madrid,Comunidade de Madrid,Moratalaz
Cruzamento da M-30 com a M-607,Madrid,Comunidade de Madrid,Fuencarral-El Pardo
Cruzamento da M-40 com a M-45,Madrid,Comunidade de Madrid,Carabanchel
Cruzamento da M-40 com a M-501,Pozuelo de Alarcón,Comunidade de Madrid,Distrito II
Cruzamento da M-40 com a R-5,Madrid,Comunidade de Madrid,Carabanchel
Cruzamento da M-45 com a R-5,Leganés,Comunidade de Madrid,
Cruzamento da M-50 com a M-503,Majadahonda,Comunidade de Madrid,
Cruzamento da M-50 com a R-4,Getafe,Comunidade de Madrid,
Cruzamento da MA-20 com a MA-23,Málaga,Málaga,Churriana
Cruzamento da N-431 com a N-444,Lepe,Huelva,
Cruzamento da N-431 com a N-445,Lepe,Huelva,
Cruzamento da N-431 com a N-446,Isla Cristina,Huelva,
Cruzamento da SE-20 com a SE-30,Sevilha,Sevilha,Triana
Cruzamento Este da A-7 com a MA-24,Rincón de la Victoria,Málaga,
Cruzamento Norte da A-44 com a GR-30,Albolote,Granada,
Cruzamento Oeste da A-7 com a MA-24,Málaga,Málaga,Este
Cruzamento Sul da A-44 com a GR-30,Villa de Otura,Granada,
Cruzamento Sul da MA-20 com a MA-21,Torremolinos,Málaga,
"Cuesta de San Vicente, Madrid",Madrid,Comunidade de Madrid,Moncloa-Aravaca
Cueva de Nerja,Nerja,Málaga,
Don Benito,Don Benito,Badajoz,
Écija,Écija,Sevilha,
El Cuervo de Sevilla,El Cuervo de Sevilla,Sevilha,
El Granado,El Granado,Huelva,
Encinasola,Encinasola,Huelva,
Estação de Ciudad Real,Ciudad Real,Ciudad Real,
Estação de Córdoba,Córdoba,Córdoba,Noroeste
Estação de Fuente de la Mora,Madrid,Comunidade de Madrid,Hortaleza
Estação de Madrid-Atocha,Madrid,Comunidade de Madrid,Arganzuela
Estação de Madrid-Chamartín-Clara Campoamor,Madrid,Comunidade de Madrid,Chamartín
Estação de Madrid-Puerta de Atocha,Madrid,Comunidade de Madrid,Arganzuela
Estação de Nuevos Ministerios,Madrid,Comunidade de Madrid,Chamberí
Estação de Recoletos,Madrid,Comunidade de Madrid,Centro
Estação de Sevilha-Santa Justa,Sevilha,Sevilha,San Pablo-Santa Justa
Estação de Valdebebas,Madrid,Comunidade de Madrid,Barajas
Estação de Villanueva de Córdoba-Los Pedroches,Villanueva de Córdoba,Córdoba,
Estepa,Estepa,Sevilha,
EX-A2 - Fim,Don Benito,Badajoz,
EX-A2 - Saída 6,Miajadas,Cáceres,
EX-A2 - Saída 8,Don Benito,Badajoz,
EX-A2 - Saída 15,Don Benito,Badajoz,
EX-A2 - Saída 20,Don Benito,Badajoz,
EX-A2 - Saída 23,Don Benito,Badajoz,
Fronteira Espanha-Gibraltar - Lado espanhol,La Línea de la Concepción,Cádiz,
Gelves,Gelves,Sevilha,
Gibraleón,Gibraleón,Huelva,
GR-30 - Saída 1,Albolote,Granada,
GR-30 - Saída 2,Albolote,Granada,
GR-30 - Saída 4,Albolote,Granada,
GR-30 - Saída 5,Peligros,Granada,
GR-30 - Saída 6,Peligros,Granada,
GR-30 - Saída 7,Pulianas,Granada,
GR-30 - Saída 9,Granada,Granada,Chana
GR-30 - Saída 11,Granada,Granada,Ronda
GR-30 - Saída 12,Granada,Granada,Ronda
GR-30 - Saída 13,Granada,Granada,Ronda
GR-30 - Saída 15,Granada,Granada,Ronda
GR-30 - Saída 18,Ogíjares,Granada,
GR-30 - Saída 21,Alhendín,Granada,
GR-30 - Saída 23,Villa de Otura,Granada,
H-31 - Saída 80,Huelva,Huelva,
Intu Xanadú,Arroyomolinos,Comunidade de Madrid,
Isla Cristina,Isla Cristina,Huelva,
La Carlota,La Carlota,Córdoba,
La Línea de la Concepción - Centro da cidade,La Línea de la Concepción,Cádiz,
La Puebla de Cazalla,La Puebla de Cazalla,Sevilha,
La Redondela,Isla Cristina,Huelva,
Lepe,Lepe,Huelva,
M-11 - Saída 1,Madrid,Comunidade de Madrid,Hortaleza
M-30 - Calle de San Pol de Mar,Madrid,Comunidade de Madrid,Moncloa-Aravaca
M-30 - Glorieta de José Moñino,Madrid,Comunidade de Madrid,Fuencarral-El Pardo
M-30 - Glorieta de las Reales Academias,Madrid,Comunidade de Madrid,Fuencarral-El Pardo
M-30 - Glorieta José Francisco de Isla,Madrid,Comunidade de Madrid,Fuencarral-El Pardo
M-30 - Palacio de la Moncloa,Madrid,Comunidade de Madrid,Moncloa-Aravaca
M-30 - Plaza Juan Pablo Forner,Madrid,Comunidade de Madrid,Fuencarral-El Pardo
M-30 - Saída 2,Madrid,Comunidade de Madrid,Chamartín
M-30 - Saída 2A-B-C,Madrid,Comunidade de Madrid,Ciudad Lineal
M-30 - Saída 3,Madrid,Comunidade de Madrid,Chamartín
M-30 - Saída 4,Madrid,Comunidade de Madrid,Chamartín
M-30 - Saída 5B-6A,Madrid,Comunidade de Madrid,Ciudad Lineal
M-30 - Saída 6A-B,Madrid,Comunidade de Madrid,Salamanca
M-30 - Saída 6B,Madrid,Comunidade de Madrid,Ciudad Lineal
M-30 - Saída 8,Madrid,Comunidade de Madrid,Moratalaz
M-30 - Saída 10,Madrid,Comunidade de Madrid,Puente de Vallecas
M-30 - Saída 11,Madrid,Comunidade de Madrid,Arganzuela
M-30 - Saída 13,Madrid,Comunidade de Madrid,Usera
M-30 - Saída 15,Madrid,Comunidade de Madrid,Arganzuela
M-30 - Saída 16,Madrid,Comunidade de Madrid,Carabanchel
M-30 - Saída 17,Madrid,Comunidade de Madrid,Arganzuela
M-30 - Saída 19,Madrid,Comunidade de Madrid,Moncloa-Aravaca
M-30 - Saída 20,Madrid,Comunidade de Madrid,Moncloa-Aravaca
M-30 - Saída 24,Madrid,Comunidade de Madrid,Moncloa-Aravaca
M-30 - Saída 25,Madrid,Comunidade de Madrid,Fuencarral-El Pardo
M-30 - Saída 26,Madrid,Comunidade de Madrid,Fuencarral-El Pardo
M-30 - Saída 27,Madrid,Comunidade de Madrid,Fuencarral-El Pardo
M-30 - Saída 31,Madrid,Comunidade de Madrid,Fuencarral-El Pardo
M-40 - Saída 28A,Madrid,Comunidade de Madrid,Carabanchel
M-40 - Saída 30,Madrid,Comunidade de Madrid,Latina
M-40 - Saída 31,Madrid,Comunidade de Madrid,Latina
M-50 - Saída 53,Leganés,Comunidade de Madrid,
M-50 - Saída 55,Leganés,Comunidade de Madrid,
M-50 - Saída 56,Leganés,Comunidade de Madrid,
M-50 - Saída 58,Fuenlabrada,Comunidade de Madrid,Loranca - Nuevo Versalles - Parque Miraflores
M-50 - Saída 59,Fuenlabrada,Comunidade de Madrid,Loranca - Nuevo Versalles - Parque Miraflores
M-50 - Saída 60,Fuenlabrada,Comunidade de Madrid,Loranca - Nuevo Versalles - Parque Miraflores
M-50 - Saída 62,Alcorcón,Comunidade de Madrid,Suroeste
M-50 - Saída 63,Alcorcón,Comunidade de Madrid,Norte
M-50 - Saída 64,Alcorcón,Comunidade de Madrid,Norte
M-50 - Saída 65,Alcorcón,Comunidade de Madrid,Norte
M-50 - Saída 69,Boadilla del Monte,Comunidade de Madrid,
M-50 - Saída 72,Boadilla del Monte,Comunidade de Madrid,
M-50 - Saída 79,Majadahonda,Comunidade de Madrid,
M-50 - Saída 80,Majadahonda,Comunidade de Madrid,
M-50 - Saída 82,Las Rozas de Madrid,Comunidade de Madrid,Centro
M-50 - Saída 83,Las Rozas de Madrid,Comunidade de Madrid,Centro
M-607 - Saída 9A,Madrid,Comunidade de Madrid,Fuencarral-El Pardo
MA-20 - Saída 1,Málaga,Málaga,Churriana
Mairena del Aljarafe,Mairena del Aljarafe,Sevilha,
Marchena,Marchena,Sevilha,
Marismas de Isla Cristina,Ayamonte,Huelva,
Moinho de Maré El Pintado,Ayamonte,Huelva,
Oliva de la Frontera,Oliva de la Frontera,Badajoz,
Osuna,Osuna,Sevilha,
Paradas,Paradas,Sevilha,
"Paseo de Santa María de la Cabeza, Madrid",Madrid,Comunidade de Madrid,Arganzuela
"Paseo del Mediterráneo, La Línea de la Concepción",La Línea de la Concepción,Cádiz,
Paymogo,Paymogo,Huelva,
Pedrera,Pedrera,Sevilha,
Polígono Industrial de Ayamonte,Ayamonte,Huelva,
Ponte de Alamillo,Sevilha,Sevilha,Triana
Ponte do Centenário,Sevilha,Sevilha,Bellavista-La Palmera
Ponte Internacional do Baixo Guadiana,El Granado,Huelva,
Ponte Internacional do Guadiana,Ayamonte,Huelva,
Pozo del Camino,Ayamonte,Huelva,
Praia de Isla Canela,Ayamonte,Huelva,
Puebla de Guzmán,Puebla de Guzmán,Huelva,
"Puente Mayorga, San Roque",San Roque,Cádiz,
Puerto de la Laja,El Granado,Huelva,
Puertollano,Puertollano,Ciudad Real,
Punta del Moral,Ayamonte,Huelva,
R-4 - Saída 1,Pinto,Comunidade de Madrid,
R-4 - Saída 4,Pinto,Comunidade de Madrid,
R-4 - Saída 12,Torrejón de Velasco,Comunidade de Madrid,
R-4 - Saída 22,Seseña,Toledo,
R-4 - Saída 29,Seseña,Toledo,
R-4 - Saída 32,Aranjuez,Comunidade de Madrid,
R-4 - Saída 38,Ontígola,Toledo,
R-5 - Saída 9,Leganés,Comunidade de Madrid,
R-5 - Saída 11,Móstoles,Comunidade de Madrid,Sur-Este
R-5 - Saída 20,Moraleja de Enmedio,Comunidade de Madrid,
R-5 - Saída 28,Navalcarnero,Comunidade de Madrid,
Refinaria de Gibraltar-San Roque,San Roque,Cádiz,
Ronda Urbana Norte de Sevilha - Centro Deportivo Los Mares,Sevilha,Sevilha,Norte
Ronda Urbana Norte de Sevilha - Glorieta Berrocal,Sevilha,Sevilha,Norte
Ronda Urbana Norte de Sevilha - Glorieta de San Lázaro,Sevilha,Sevilha,Macarena
Ronda Urbana Norte de Sevilha - Glorieta Olímpica,Sevilha,Sevilha,Macarena
Ronda Urbana Norte de Sevilha - Pino Montano,Sevilha,Sevilha,Norte
Ronda Urbana Norte de Sevilha - Poligono Calonge,Sevilha,Sevilha,Norte
Ronda Urbana Norte de Sevilha - Poligono Store,Sevilha,Sevilha,Norte
Rosal de la Frontera,Rosal de la Frontera,Huelva,
San Bartolomé de la Torre,San Bartolomé de la Torre,Huelva,
San Juan de Aznalfarache,San Juan de Aznalfarache,Sevilha,
San Silvestre de Guzmán,San Silvestre de Guzmán,Huelva,
Sanlúcar de Guadiana,Sanlúcar de Guadiana,Huelva,
Santa Bárbara de Casa,Santa Bárbara de Casa,Huelva,
SE-20 - Estádio de La Cartuja,Santiponce,Sevilha,
SE-20 - Miraflores,Sevilha,Sevilha,Norte
SE-20 - Parque de Alamillo,Santiponce,Sevilha,
SE-20 - Pino Montano,Sevilha,Sevilha,Norte
SE-20 - San Jerónimo,Sevilha,Sevilha,Norte
SE-30 - Saída 1,Sevilha,Sevilha,Este-Alcosa-Torreblanca
SE-30 - Saída 3,Sevilha,Sevilha,Cerro-Amate
SE-30 - Saída 4,Sevilha,Sevilha,Cerro-Amate
SE-30 - Saída 5,Alcalá de Guadaíra,Sevilha,
SE-30 - Saída 8,Sevilha,Sevilha,Bellavista-La Palmera
SE-30 - Saída 12,Sevilha,Sevilha,Los Remedios
SE-30 - Saída 14,Sevilha,Sevilha,Triana
SE-30 - Saída 15,San Juan de Aznalfarache,Sevilha,
SE-30 - Saída 21,Sevilha,Sevilha,Triana
SE-40 - Reinício,Palomares del Río,Sevilha,
SE-40 - Saída 5,Sevilha,Sevilha,Este-Alcosa-Torreblanca
SE-40 - Saída 19,Dos Hermanas,Sevilha,
SE-40 - Saída 35,Almensilla,Sevilha,
Sevilha - Avenida Expo 92,Sevilha,Sevilha,Triana
Sevilha - Parque de Alamillo,Sevilha,Sevilha,Triana
Talavera la Real,Talavera la Real,Badajoz,
Tariquejo,Villanueva de los Castillejos,Huelva,
Urbanização Mirador de Cerro Gordo,Badajoz,Badajoz,
Valencia del Mombuey,Valencia del Mombuey,Badajoz,
Villablanca,Villablanca,Huelva,
Villafranco del Guadiana,Badajoz,Badajoz,
Villanueva de la Serena,Villanueva de la Serena,Badajoz,
Villanueva de los Castillejos,Villanueva de los Castillejos,Huelva,
